SupportLogId,CharaId,Name,Rarity,SupportLogTypeId,SalePrice,CompositionExp,AwakeningExp,UseRank,GroupNo,AdaptableAppearAppend,PunisherAppearAppend,State,PassiveState,PowerDefaultValue,CltDefaultValue,Awakening1Power,Awakening1Clt,Awakening2Power,Awakening2Clt,Awakening3Power,Awakening3Clt,Awakening4Power,Awakening4Clt,Awakening5Power,Awakening5Clt,NormalLeader,HoloLeader,UiDisplayPowerTitle,UiDisplayPowerContent,Prefab,CutinMode,SkillVoiceId,SkillName,NameInSkillCutin,SkillText,SkillTextInSkillCutin,CharaInfo,CutinImage,CutinImageAwake,StatusCharaIcon,StatusCharaIconAwake,CollectionDisplayStartDate,CollectionEmptyFrameDisplayFlag,DateVersionId,
299001080,999,"《慥かな腕枕》ティア",5,1,1600,20000,100,1,0,0,0,"s299001080",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・プレイヤー","スリープウィズ・プレイヤー","戦闘不能状態のメンバーを2人復帰させ、15秒間自パーティがダメージを受けなくなる。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋ダメージを受けなくなる","ふかふかの枕も、隣に誰かがいる<br>のも、何だか少し落ち着かない。<br>けれど、あなたがいるのは不思議<br>と嫌ではなくて、むしろ…。","slog_299001080","slog_299001080","Chara_icon/299001080","Chara_icon/299001080","2021/09/28 7:00:00",True,"1",
299001090,999,"《溶融の招》キズメル",5,1,1600,20000,100,1,0,0,0,"s299001090",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ダークエルフ","スリープウィズ・ダークエルフ","戦闘不能状態のメンバーを2人復帰させ、10秒間スキルEXPの獲得量を50％増加させる。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋スキルEXPの獲得量上昇","人の彼に優しくできるのは、彼か<br>ら貰った優しさを返しているだけ<br>のこと。だから不安があるのなら<br>遠慮なく溶かしてあげたいのだ。<br>","slog_299001090","slog_299001090","Chara_icon/299001090","Chara_icon/299001090","2021/11/02 7:00:00",True,"1",
220000090,999,"《泡沫の安臥》サチ",5,1,1600,20000,100,1,0,0,0,"s220000090",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・メモリー","スリープウィズ・メモリー","戦闘不能状態のメンバーを2人復帰させ、15秒間スキルポーションの位置をミニマップに表示。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋スキルポーションサーチ","不安で仕方のない日々を少しでも<br>乗り越えられたのは彼が隣にいた<br>から。前とは違う彼の周りを見て<br>繋いだ手の中に願いを隠した。","slog_220000090","slog_220000090","Chara_icon/220000090","Chara_icon/220000090","2021/11/02 7:00:00",True,"1",
299001100,999,"《打ち明ける閨》エイジ",5,1,1600,20000,100,1,0,0,0,"s299001100",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ノーチラス","スリープウィズ・ノーチラス","戦闘不能状態のメンバーを2人復帰させ、15秒間周囲の敵のSTRを大幅に低下させる。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋周囲の敵のSTRを低下","フルダイブの世界で染みついた恐<br>怖は中々抜けないけれど、自分の<br>気持ちを吐露していれば、いつか<br>前向きになれる予感がして。<br>","slog_299001100","slog_299001100","Chara_icon/299001100","Chara_icon/299001100","2021/11/02 7:00:00",True,"1",
299001110,999,"《浮きたつ真意》ユナ",5,1,1600,20000,100,1,0,0,0,"s299001110",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・バード","スリープウィズ・バード","戦闘不能状態のメンバーを2人復帰させ、20秒間自パーティのSTR・INTを60%上昇。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋自パーティのSTR・INT上昇","フルダイブの世界は彼女にとって<br>は新鮮で毎日がドキドキの連続。<br>あなたに付いていけば、きっと<br>楽しいがもっと増えていく予感。","slog_299001110","slog_299001110","Chara_icon/299001110","Chara_icon/299001110","2021/11/02 7:00:00",True,"1",
299001160,999,"《前進》プログレッシブ",5,2,1600,20000,100,1,0,0,0,"s299001160",,30,200,33,193,36,186,39,179,42,172,45,165,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"スターレス・ナイト","スターレス・〇〇ナイト","自パーティのSTR・VIT・INT<br>を80％上昇させ、リーグポイントの獲得量も30％増加させる。覚醒で効果時間が延長。","STR・VIT・INT上昇＋獲得リーグポイント上昇","別れよりも出会いに溢れていた<br>あの頃、長い道のりになる始まり<br>の物語。デスゲームとなった世界<br>で彼らはどう生きるのだろう。","slog_299001160","slog_299001160","Chara_icon/299001160","Chara_icon/299001160","2021/10/30 7:00:00",False,"1",
290000160,999,"《端麗巫女》ユイ",5,3,1600,20000,100,1,0,0,0,"s290000160",,30,250,34,248,38,246,40,244,42,242,44,240,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"カグラベル・ミラクル","カグラベル・〇〇ミラクル","レコードメダルを再配置し、<br>リーグポイント獲得量も<br>50%増加。<br>覚醒で効果時間が延長。","メダル再配置＋リーグポイント獲得量上昇","澄んだ鈴の音が、振りかかる不幸<br>を遠ざけようとあたりに響く。<br>もうシステムコマンドを操れずと<br>も、仮想世界の神へ呼びかけた。","slog_290000160","slog_290000160","Chara_icon/290000160","Chara_icon/290000160","2021/12/14 7:00:00",True,"1",
202000400,999,"《神域の舞踊》アスナ",4,2,800,15000,100,1,0,0,0,"s202000400",,15,90,16,88,17,86,18,84,19,82,20,80,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"オラクル・ダンス","オラクル・〇〇〇ダンス","レコードメダルとグリードの位置をミニマップに表示し、リーグポイントの獲得量を20%増加させる。覚醒で効果時間が延長。","レコードメダル＆グリードサーチ発動＋リーグポイントの獲得量上昇","太陽を受けて煌めく栗色の髪が、<br>白い装束に影を落とす。その舞は<br>天女の如く美しく、雲中の通り道<br>など閉じてしまえと願った。","slog_202000400","slog_202000400","Chara_icon/202000400","Chara_icon/202000400","2021/12/14 7:00:00",True,"1",
206000270,999,"《可憐巫女》シリカ",4,3,800,15000,100,1,0,0,0,"s206000270",,25,180,30,170,33,160,36,155,38,150,40,145,5,10,"召喚増強レベル","{0}レベル","skill_3_2line_moji86","un_2line_moji86",,"シキガミ・サーヴァント","シキガミ・〇〇〇サーヴァント","偶像系Mobを3体召喚し、戦闘支援を受ける。<br>覚醒で召喚Mobのレベルが<br>増強。","お助けMob【偶像系】を召喚","清らかで穢れのない巫に相応しい<br>彼女が神楽鈴を鳴らすたび、心が<br>惹きつけられる。<br>空の上の神様と、同じように。","slog_206000270","slog_206000270","Chara_icon/206000270","Chara_icon/206000270","2021/12/14 7:00:00",True,"1",
215000150,999,"《玲瓏巫女》ストレア",4,2,800,15000,100,1,0,0,0,"s215000150",,30,100,32,96,34,92,36,88,38,84,40,80,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ゴッズ・ロード","ゴッズ・〇〇〇〇ロード","自パーティがよろけ・ダウン無効状態になり、<br>移動速度も上昇する。<br>覚醒で効果時間が延長。","よろけ・ダウン無効＋移動速度上昇","姉たちの鳴らす鈴の音に続いて、<br>大幣をリズミカルに振るう。あな<br>たが健やかに過ごせるよう、電脳<br>世界のどこかへ祈りを捧げた。","slog_215000150","slog_215000150","Chara_icon/215000150","Chara_icon/215000150","2021/12/14 7:00:00",True,"1",
209000300,999,"《鏡花水月》ユウキ",5,2,1600,20000,100,1,0,0,0,"s209000300",,5,150,6,145,7,140,8,135,9,132,10,130,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ハネツキ・ビッグチャンス","ハネツキ・〇〇〇ビッグチャンス","ラストアタックで得られるボーナスポイントが600％増加する。覚醒で効果時間が延長。","ラストアタックで得られるボーナスポイント量上昇","羽根を落としたら負けるルールは<br>もちろん《ALO》でも同じ。<br>羽子板に打ち返された渾身の一打<br>に自慢の翅で追いつこう。","slog_209000300","slog_209000300","Chara_icon/209000300","Chara_icon/209000300","2021/12/28 7:00:00",True,"1",
201000190,999,"《萬福衝打》キリト",4,2,800,15000,100,1,0,0,0,"s201000190",,5,130,6,128,7,126,8,124,9,122,10,120,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"モチツキ・チャンス","モチツキ・〇〇〇チャンス","ファーストアタックとラストアタックで得られるボーナスポイントが250％増加する。覚醒で効果時間が延長。","ファースト＆ラストアタックのボーナスポイント量上昇","つきたてのお餅を食べたいという<br>娘の願いに応えるべく張り切って<br>杵を振りかぶる。夫婦のやる気は<br>満ちて、息ピッタリの餅つきだ。","slog_201000190","slog_201000190","Chara_icon/201000190","Chara_icon/201000190","2021/12/28 7:00:00",True,"1",
203000320,999,"《錦上添花》直葉",4,2,800,15000,100,1,0,0,0,"s203000320",,5,130,6,128,7,126,8,124,9,122,10,120,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ラクガン・チャンス","ラクガン・〇〇〇チャンス","ファーストアタックで得られる<br>ボーナスポイントが300％<br>増加する。<br>覚醒で効果時間が延長。","ファーストアタックで得られるボーナスポイント量上昇","甘酒を呑めない代わりに、碗に<br>盛り付けられた落雁を頬張る。<br>優しい甘さが癖になって、つい<br>つい手が止まらない。","slog_203000320","slog_203000320","Chara_icon/203000320","Chara_icon/203000320","2021/12/28 7:00:00",True,"1",
204000340,999,"《雲中白鶴》シノン",4,2,800,15000,100,1,0,0,0,"s204000340",,5,130,6,128,7,126,8,124,9,122,10,120,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ハマヤ・チャンス","ハマヤ・〇〇〇〇チャンス","ラストアタックで得られるボーナスポイントが350％増加する。覚醒で効果時間が延長。","ラストアタックで得られるボーナスポイント量上昇","射手に相応しい縁起物の破魔矢は<br>禍を払い好機を射止めるという。<br>直感を信じて心の矢をつがえれば<br>あなたを射止められそう。","slog_204000340","slog_204000340","Chara_icon/204000340","Chara_icon/204000340","2021/12/28 7:00:00",True,"1",
206000280,999,"《火照り身少女》シリカ",5,3,1600,20000,100,1,0,0,0,"s206000280",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ベイシン・ガーディアンズ","ベイシン・〇〇〇ガーディアンズ","一定時間周囲に留まった後、前方に飛んで行く打属性の風呂桶を呼び出す。覚醒で攻撃力が上昇。","打属性の風呂桶による強力な攻撃","身も心も温まり、お湯から上がる<br>と予想外の人物が？！固まってし<br>まった彼女に慌てて弁明するが、<br>どこかから桶が飛んできて…。","slog_206000280","slog_206000280","Chara_icon/206000280","Chara_icon/206000280","2022/01/18 7:00:00",True,"1",
205000250,999,"《ほっと一息》リズベット",4,1,800,15000,100,1,0,0,0,"s205000250",,30,85,35,75,40,70,45,65,50,60,55,55,10,20,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ホット・ヒート・エリア","ホット・ヒート・〇エリア","戦闘不能状態のメンバーを2人復帰させ、周囲の敵に混乱を付与。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋周囲の敵に混乱付与","鍛冶師としてハンマーを振るい、<br>店主として接客も怠らない。<br>日々の疲れを温泉で癒していると<br>心地よさに溶けてしまいそうだ。","slog_205000250","slog_205000250","Chara_icon/205000250","Chara_icon/205000250","2022/01/18 7:00:00",True,"1",
209000310,999,"《湯船の遊影》ユウキ",4,3,800,15000,100,1,0,0,0,"s209000310",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ショッキング・ホットスパ","ショッキング・〇ホットスパ","周囲に火属性の温泉で範囲攻撃を行い、同時に自パーティの耐久値と状態異常を回復する。覚醒で攻撃力が上昇。","火属性の範囲攻撃＋耐久値と状態異常を回復","ひろ～い露天風呂に浮かれて、<br>思わず走り出してしまった彼女。<br>あなたの咎める声も聞かず、その<br>まま飛沫を上げて湯船にダイブ！","slog_209000310","slog_209000310","Chara_icon/209000310","Chara_icon/209000310","2022/01/18 7:00:00",True,"1",
217000100,999,"《保養の湯掛》セブン",4,2,800,15000,100,1,0,0,0,"s217000100",,50,120,54,116,58,112,62,108,66,104,70,100,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ロング・バスタイム","ロング・〇〇〇〇バスタイム","リーグポイント獲得量が<br>10％増加する。<br>覚醒で効果時間が延長。","獲得リーグポイント上昇","何事もメリハリが大切。研究に<br>息詰まったら温泉で気分転換を。<br>ロシアで育った彼女には、裸の<br>付き合いはまだ恥ずかしいよう。","slog_217000100","slog_217000100","Chara_icon/217000100","Chara_icon/217000100","2022/01/18 7:00:00",True,"1",
203000330,999,"《一途なラブハート》リーファ",5,2,1600,20000,100,3,0,0,0,"s203000330",,40,200,42,192,44,184,46,176,48,168,50,160,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ラブハート・メイクミラクル","ラブハート・〇〇メイクミラクル","【獲得ポイントが3位の時のみ発動可能】リーグポイント獲得量が100％増加する。<br>覚醒で効果時間が延長。","【発動条件・3位】獲得リーグポイント上昇","あたしの気持ちが、余すことなく<br>伝わりますように…。ハートに<br>込めた想いを味わってほしくて、<br>あなたの口に放り込んだ。","slog_203000330","slog_203000330","Chara_icon/203000330","Chara_icon/203000330","2022/02/08 7:00:00",True,"1",
202000410,999,"《愛のメッセージ》アスナ",4,3,800,15000,100,1,0,0,0,"s202000410",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ハート・フォートレス","ハート・〇〇〇〇フォートレス","触れた敵に魅了を付与するハートが周囲に出現。ハートは一定時間経過後に爆発し、ダメージを与える。覚醒で攻撃力が上昇。","魅了＆範囲攻撃を行うハートが周囲に出現","チョコレートに込めた気持ちを<br>知ってほしいのはあなただけ。<br>リボンがほどかれたら想いを伝え<br>るから、受け取ってほしくて。","slog_202000410","slog_202000410","Chara_icon/202000410","Chara_icon/202000410","2022/02/08 7:00:00",True,"1",
204000350,999,"《愛情の弾丸》シノン",4,3,800,15000,100,1,0,0,0,"s204000350",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ハート・バレット","ハート・〇〇〇〇バレット","敵にダメージを与えるハートを前方に射出。着弾後、魅了を付与する爆発を起こす。覚醒で攻撃力が上昇。","前方にハート型の弾を飛ばして攻撃＆広範囲に魅了を付与","早く気持ちが伝わるように、けれ<br>どタイミングは見極めて。今日こ<br>そあなたの胸を撃ち抜きたくて、<br>チョコレートに想いを込めた。","slog_204000350","slog_204000350","Chara_icon/204000350","Chara_icon/204000350","2022/02/08 7:00:00",True,"1",
216000150,999,"《甘い恋心》フィリア",4,2,800,15000,100,1,0,0,0,"s216000150",,16,120,18,110,20,100,22,90,24,85,25,80,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ハート・サーチャー","ハート・〇〇〇〇サーチャー","レコードメダルとグリードの位置<br>をミニマップに表示、自パーティ<br>のINTを50％上昇させる。<br>覚醒で効果時間が延長。","レコードメダル＆グリードサーチ発動＋自パーティのINT上昇","甘くとろけるチョコレートは、<br>言葉にできない想いのよう。何度<br>でも、あなたの笑顔を見たいから<br>アタシの気持ちをお裾分け！","slog_216000150","slog_216000150","Chara_icon/216000150","Chara_icon/216000150","2022/02/08 7:00:00",True,"1",
202000420,999,"《聖夜は白く》アスナ",5,3,1600,20000,100,1,0,0,0,"s202000420",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ジングル・ワルツ","ジングル・〇〇〇ワルツ","敵に接触するか一定時間経過で爆発するベルを周囲に出現させる。覚醒で攻撃力が上昇。","周囲に浮遊するベルによる強力な範囲攻撃","雪降る夜のホワイトクリスマスに<br>現れた真っ白なサンタさん。<br>あなたの聖夜が輝かしく、白く<br>あるようにと贈物を届けた。","slog_202000420","slog_202000420","Chara_icon/202000420","Chara_icon/202000420","2021/12/14 7:00:00",True,"1",
203000340,999,"《想望の家路》リーファ",5,3,1600,20000,100,1,0,0,0,"s203000340",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"テディベア・パーティー","テディベア・〇〇パーティー","打属性のぬいぐるみを<br>大量に飛ばして周囲を攻撃する。<br>覚醒で攻撃力が上昇。","ぬいぐるみによる強力な打属性攻撃","暖炉にあたりながら、あなたの<br>遅い帰りを今かと待っている。<br>今日のため悩みぬいたプレゼント<br>を大事に抱えながら。","slog_203000340","slog_203000340","Chara_icon/203000340","Chara_icon/203000340","2021/12/14 7:00:00",True,"1",
204000360,999,"《宿り木の下で》シノン",5,3,1600,20000,100,1,0,0,0,"s204000360",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"サプライズ・ギフト","サプライズ・〇〇ギフト","プレゼントを連射して前方を攻撃する。覚醒で攻撃力が上昇。","プレゼントの連射による強力な遠距離攻撃","細身の後ろに隠しきれない大きな<br>プレゼント。あなたに喜んでもら<br>いたくて、でも素直に伝えるのは<br>恥ずかしくて…。","slog_204000360","slog_204000360","Chara_icon/204000360","Chara_icon/204000360","2021/12/14 7:00:00",True,"1",
211000140,999,"《星に願いを》アリス",5,3,1600,20000,100,1,0,0,0,"s211000140",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ティンクル・ツリー","ティンクル・〇〇ツリー","敵に接触するか一定時間経過で<br>爆発するツリーを<br>前方に出現させる。<br>覚醒で攻撃力が上昇。","ツリーによる強力な範囲攻撃","彼女にとってクリスマスは未知の<br>文化。プレゼントを用意したり、<br>飾り付けをしたり、色んな初めて<br>をあなたと一緒に楽しみたい。","slog_211000140","slog_211000140","Chara_icon/211000140","Chara_icon/211000140","2021/12/14 7:00:00",True,"1",
212000090,999,"《駈走る雪空》ユージオ",5,3,1600,20000,100,1,0,0,0,"s212000090",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"トイ・ファランクス","トイ・〇〇〇〇〇ファランクス","敵を追尾して爆発する玩具のロボを前方に並べて出現させる。覚醒で攻撃力が上昇。","玩具のロボによる強力な遠距離攻撃","街中の子供たちの夢が詰まった<br>麻袋を背中に家々を飛びまわって<br>いく。寒い夜、凍えることなく<br>過ごせるようにと願いながら。","slog_212000090","slog_212000090","Chara_icon/212000090","Chara_icon/212000090","2021/12/14 7:00:00",True,"1",
201000200,999,"《視線の先に》キリト",5,2,1600,20000,100,1,0,0,0,"s201000200",,30,100,35,90,39,80,42,70,45,65,48,60,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"アイズ・オブ・ブラッキー","アイズ・オブ・〇〇ブラッキー","自パーティのSTR・INTを<br>100％上昇させる。<br>覚醒で効果時間が延長。","自パーティのSTR・INT上昇","頼れる友人と、愛すべき恋人…。<br>仮想世界で見つけた守りたいもの<br>全てが、これから先も己の瞳に<br>映っていてほしいから。","slog_201000200","slog_201000200","Chara_icon/201000200","Chara_icon/201000200","2021/12/14 7:00:00",True,"1",
202000430,999,"《最前へ臨む朝》アスナ",5,2,1600,20000,100,1,0,0,0,"s202000430",,50,120,55,116,60,112,65,108,70,104,75,100,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"モーニング・ミラーイメージ","モーニング・〇〇ミラーイメージ","自パーティがよろけ・ダウン無効状態になり、スキルポーションの位置がミニマップに表示される。覚醒で効果時間が延長。","よろけ・ダウン無効＋スキルポーションサーチ","仮想世界に生きる全員の願いが<br>華奢な双肩にのしかかる。<br>誰一人欠けることなく、その理想<br>を現実にするための朝を迎えた。","slog_202000430","slog_202000430","Chara_icon/202000430","Chara_icon/202000430","2021/12/14 7:00:00",True,"1",
211000150,999,"《夜会を抜け出して》アリス",5,2,1600,20000,100,1,0,0,0,"s211000150",,15,75,16,73,17,71,18,69,19,67,20,65,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"シークレット・シーカー","シークレット・〇シーカー","敵に感知されなくなり、ファーストアタックボーナスが80％増加する。覚醒で効果時間が延長。","ハイディング＋ファーストアタックで得られるボーナスポイント量上昇","華々しさに酔った頬の熱を冷ます<br>ためバルコニーで夜風を浴びる。<br>賑やかな空気を背中に感じながら<br>あなたと共に静かに語り合った。","slog_211000150","slog_211000150","Chara_icon/211000150","Chara_icon/211000150","2021/12/14 7:00:00",True,"1",
299001170,999,"《あの日、金木犀の下で》イーディス",5,2,1600,20000,100,1,0,0,0,"s299001170",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"メモラブル・ペタルス","メモラブル・〇〇ペタルス","自パーティのSTRを110%上昇させる。覚醒で効果時間が延長。【アリスのみ効果が3倍】","【効果上昇・アリス】STR上昇","甘く香る花の香りに包まれると、<br>あたたかくて、どこか切ない。<br>けれど、あなたが隣にいれば、<br>その切なさも心地よくて。","slog_299001170","slog_299001170","Chara_icon/299001170","Chara_icon/299001170","2021/12/14 7:00:00",True,"1",
299001180,999,"《永遠の美》アドミニストレータ",5,2,1600,20000,100,1,0,0,0,"s299001180",,15,65,17,62,19,59,21,56,23,53,25,50,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ビューティー・オーラ","ビューティー・〇オーラ","自パーティの攻撃に<br>魅了を付与し、<br>INTを200％上昇させる。<br>覚醒で効果時間が延長。","自パーティの攻撃に魅了付与＋INT上昇","美しい肢体が水面を揺らすたびに<br>思わず感嘆の息が漏れる。優美な<br>光景に頭がぼうっとして、薔薇の<br>香りに誘われるまま傍へ寄った。","slog_299001180","slog_299001180","Chara_icon/299001180","Chara_icon/299001180","2021/12/14 7:00:00",True,"1",
209000280,999,"《寧静の眠り》ユウキ",5,1,1600,20000,100,1,0,0,0,"s209000280",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ロザリウム","スリープウィズ・ロザリウム","戦闘不能状態のメンバーを2人復帰させ、20秒間自パーティのSTRを50%上昇＆闇属性付与。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋自パーティのSTR上昇＆闇属性付与","もしも兄がいたらと夢想する。<br>あなたのように、どんな状況でも<br>後ろから守ってくれる絶対的な<br>安心を与えてくれるのだろうか。","slog_209000280","slog_209000280","Chara_icon/209000280","Chara_icon/209000280","2022/01/25 7:00:00",True,"1",
211000120,999,"《高まる体温》アリス",5,1,1600,20000,100,1,0,0,0,"s211000120",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・オスマンサス","スリープウィズ・オスマンサス","戦闘不能状態のメンバーを1人復帰させ、45秒間グリードからの注目を集める。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー1人復帰＋グリードからの注目","何度あなたの隣で寝ようとも鼓動<br>は早く頬も熱くなるばかりで、平<br>常心ではいられない。私と同じく<br>らい、私を意識してほしいのに。","slog_211000120","slog_211000120","Chara_icon/211000120","Chara_icon/211000120","2022/01/25 7:00:00",True,"1",
212000070,999,"《分け合う心》ユージオ",5,1,1600,20000,100,1,0,0,0,"s212000070",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ブルーローズ","スリープウィズ・ブルーローズ","戦闘不能状態のメンバーを1人復帰させ、周囲の敵にダメージと氷咲を付与する。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー1人復帰＋周囲の敵にダメージ＆氷咲付与","二人で掛けるには小さい布団を<br>寒さを凌ぐため、あなたと分け<br>合う。こうして枕を並べれば、<br>いつか隣に並べる気がして。","slog_212000070","slog_212000070","Chara_icon/212000070","Chara_icon/212000070","2022/01/25 7:00:00",True,"1",
215000130,999,"《癒しの懐抱》ストレア",5,1,1600,20000,100,1,0,0,0,"s215000130",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ライラック","スリープウィズ・ライラック","戦闘不能状態のメンバーを2人復帰させ、20秒間自パーティのSTRを50%上昇＆土属性付与。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋自パーティのSTR上昇＆土属性付与","彼女のハグはあなたを癒すため。<br>そして、あなたから元気を貰う<br>ため。ずっと大好きだから、<br>一生そばにいてね。","slog_215000130","slog_215000130","Chara_icon/215000130","Chara_icon/215000130","2022/01/25 7:00:00",True,"1",
216000130,999,"《臥房の什宝》フィリア",5,1,1600,20000,100,1,0,0,0,"s216000130",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・シーカー","スリープウィズ・シーカー","戦闘不能状態のメンバーを2人復帰させ、7秒間レコードメダルとグリードの位置をサーチする。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋レコードメダル＆グリードサーチ","トレジャーハンターの彼女が見つ<br>けたとびっきりのお宝は、孤独な<br>未来を変えてくれたあなた。これ<br>からは、一緒に未来を作りたい。","slog_216000130","slog_216000130","Chara_icon/216000130","Chara_icon/216000130","2022/01/25 7:00:00",True,"1",
299001130,999,"《夢の浮橋》イツキ",5,1,1600,20000,100,1,0,0,0,"s299001130",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・シリウス","スリープウィズ・シリウス","戦闘不能状態のメンバーを2人復帰させ、20秒間獲得リーグポイントを15％増加させる。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋獲得リーグポイント上昇","いつも見る夢には弾かれたように<br>自分の姿が見当たらない。けれど<br>あなたを撃つ自身が夢に現れて。<br>夢のままであれと、神に祈った。","slog_299001130","slog_299001130","Chara_icon/299001130","Chara_icon/299001130","2022/01/25 7:00:00",True,"1",
299001140,999,"《浮雲の温度》ツェリスカ",5,1,1600,20000,100,1,0,0,0,"s299001140",,5,85,10,75,15,70,20,65,25,60,30,55,5,10,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"スリープウィズ・ピーコック","スリープウィズ・ピーコック","戦闘不能状態のメンバーを2人復帰させ、20秒間ラストアタックボーナスを25％増加させる。覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋ラストアタックで得られるボーナスポイント量上昇","現実でも仮想世界でも、人の<br>温もりを感じながら就く眠りは<br>心地よい。そう感じるのは、隣<br>にいるのがあなただからだ。","slog_299001140","slog_299001140","Chara_icon/299001140","Chara_icon/299001140","2022/01/25 7:00:00",True,"1",
